antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'舒张压'}),frozenset({'收缩压'}),0.291497975708502,0.4089068825910931,0.21862348178137653,0.7500000000000001,1.8341584158415845,1.0,0.0994279532527988,2.3643724696356285,0.6419047619047621,0.45378151260504207,0.5770547945205482,0.6423267326732673
frozenset({'舒张压'}),frozenset({'心率'}),0.291497975708502,0.4898785425101215,0.20647773279352227,0.7083333333333334,1.4459366391184574,1.0,0.06367912930879052,1.7489878542510122,0.43529411764705894,0.35915492957746487,0.42824074074074087,0.5649104683195593
